1.000000000000000000e+00,0.000000000000000000e+00
9.612612820203263464e-01,3.873871797967371605e-02
9.703812229589876548e-01,2.961877704101224806e-02
9.597265344428469458e-01,4.027346555715311666e-02
8.647986111806678089e-01,1.352013888193324964e-01
9.593297571250186673e-01,4.067024287498140211e-02
9.982636721828210824e-01,1.736327817178880953e-03
9.402684769875369053e-01,5.973152301246311552e-02
9.627751150637915423e-01,3.722488493620870059e-02
9.508269961662596526e-01,4.917300383374050010e-02
9.888474149812734870e-01,1.115258501872649563e-02
9.375868231117867602e-01,6.241317688821337167e-02
9.811097027475381704e-01,1.889029725246172201e-02
9.947074474422865631e-01,5.292552557713465534e-03
8.545077522792281499e-01,1.454922477207720999e-01
8.999440661625190963e-01,1.000559338374808899e-01
1.000000000000000000e+00,0.000000000000000000e+00
9.646903307029690566e-01,3.530966929703110296e-02
9.778325540122752013e-01,2.216744598772459399e-02
9.926886078954562098e-01,7.311392104543749416e-03
9.795745388058829661e-01,2.042546119411703387e-02
4.779963556014628634e-01,5.220036443985371921e-01
9.628120566115936363e-01,3.718794338840614860e-02
9.814426175525680085e-01,1.855738244743218926e-02
9.824562056860660642e-01,1.754379431393384564e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.788077829137884489e-01,2.119221708621150252e-02
9.962064281895922635e-01,3.793571810407715249e-03
8.700877784651873670e-01,1.299122215348127440e-01
7.743884864241652455e-01,2.256115135758348933e-01
9.961553119083776942e-01,3.844688091622268551e-03
1.000000000000000000e+00,0.000000000000000000e+00
7.649160671482038154e-01,2.350839328517959070e-01
9.829908011917508626e-01,1.700919880824918254e-02
9.361734563915575791e-01,6.382654360844257357e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.962374996141287742e-01,3.762500385871330767e-03
9.692359345535040971e-01,3.076406544649585781e-02
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
9.854173175700547960e-01,1.458268242994515199e-02
9.780109895380997287e-01,2.198901046190021927e-02
9.553050351443562738e-01,4.469496485564383725e-02
9.516480618123993596e-01,4.835193818760048778e-02
9.983367637068163436e-01,1.663236293183705189e-03
9.690796294059510485e-01,3.092037059404912844e-02
8.048962587703715199e-01,1.951037412296279805e-01
9.275158498867196455e-01,7.248415011328032675e-02
9.205895990583392585e-01,7.941040094166086638e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.343917221343567281e-01,6.560827786564343844e-02
9.584256425257166034e-01,4.157435747428340350e-02
9.629979048311190226e-01,3.700209516888119249e-02
9.891898661525957426e-01,1.081013384740433722e-02
9.642967292278918912e-01,3.570327077210808803e-02
9.369210689778024737e-01,6.307893102219751247e-02
9.193740377573804690e-01,8.062596224261971145e-02
9.280168783673132804e-01,7.198312163268655306e-02
1.000000000000000000e+00,0.000000000000000000e+00
6.898421514213927130e-01,3.101578485786069539e-01
9.291697399480272068e-01,7.083026005197289032e-02
9.980963598663747938e-01,1.903640133625158310e-03
9.093832569924166220e-01,9.061674300758333633e-02
9.701365360954853356e-01,2.986346390451489682e-02
9.601183805521120718e-01,3.988161944788804619e-02
9.413354149600431375e-01,5.866458503995660573e-02
9.045788847990620107e-01,9.542111520093804478e-02
8.780288180390378727e-01,1.219711819609620856e-01
9.931874989707850654e-01,6.812501029214989255e-03
9.944686432719782587e-01,5.531356728021730867e-03
9.798922367495692676e-01,2.010776325043075671e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.819095110012154848e-01,1.809048899878448399e-02
9.874394484556779927e-01,1.256055154432210962e-02
9.777566020062267160e-01,2.224339799377350949e-02
8.850379144249506114e-01,1.149620855750491111e-01
9.724614688833654874e-01,2.753853111663455769e-02
9.587319623345442743e-01,4.126803766545574653e-02
9.396740111429525699e-01,6.032598885704749253e-02
9.982635284228222883e-01,1.736471577177682015e-03
1.000000000000000000e+00,0.000000000000000000e+00
9.853049186228687306e-01,1.469508137713127285e-02
9.637733799099845733e-01,3.622662009001531569e-02
9.964099147091992625e-01,3.590085290800722282e-03
9.803819568036358234e-01,1.961804319636414537e-02
9.944071373520373402e-01,5.592862647962617249e-03
8.265943931274404299e-01,1.734056068725599309e-01
9.879087395639205571e-01,1.209126043607946198e-02
