9.984659193761749041e-01,1.534080623825106104e-03
9.784450350901051641e-01,2.155496490989481859e-02
9.743450291188855417e-01,2.565497088111449650e-02
9.569413130772437270e-01,4.305868692275621745e-02
8.638442547944759076e-01,1.361557452055241202e-01
9.712855157220920965e-01,2.871448427790795552e-02
9.952994939888384351e-01,4.700506011161623837e-03
9.301430315688979933e-01,6.985696843110203447e-02
9.664415214332240378e-01,3.355847856677606628e-02
9.209705748088256039e-01,7.902942519117422959e-02
9.908342833782335379e-01,9.165716621766423905e-03
9.854670251798900438e-01,1.453297482011018174e-02
9.907755642413452746e-01,9.224435758654734099e-03
9.841626318846445898e-01,1.583736811535536165e-02
8.508379104009766714e-01,1.491620895990232454e-01
8.843925957961044082e-01,1.156074042038958277e-01
1.000000000000000000e+00,0.000000000000000000e+00
9.367007078360031214e-01,6.329929216399698966e-02
9.576479207282269090e-01,4.235207927177335463e-02
9.678666404601787843e-01,3.213335953982116716e-02
9.906590628003897336e-01,9.340937199610330546e-03
3.631685117860707912e-01,6.368314882139287647e-01
9.534065296820852797e-01,4.659347031791458843e-02
9.663205501038848455e-01,3.367944989611518919e-02
9.769759777384579014e-01,2.302402226154215761e-02
9.982636721828210824e-01,1.736327817178880953e-03
9.675883286713935494e-01,3.241167132860658939e-02
9.980963598663749048e-01,1.903640133625158310e-03
8.405161333173052363e-01,1.594838666826945694e-01
7.449628309898015388e-01,2.550371690101981281e-01
9.908445182077052493e-01,9.155481792294785370e-03
9.922580081745880909e-01,7.741991825411859672e-03
8.439292641706810372e-01,1.560707358293190461e-01
9.700239664452585675e-01,2.997603355474173087e-02
9.507323447376622161e-01,4.926765526233760351e-02
9.982112678597200306e-01,1.788732140279982634e-03
9.929051219611375600e-01,7.094878038862459033e-03
9.367908789099878009e-01,6.320912109001210200e-02
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
9.509101558516144248e-01,4.908984414838569316e-02
9.762458661549726635e-01,2.375413384502753078e-02
9.813510878215386812e-01,1.864891217846123550e-02
9.537685853567879901e-01,4.623141464321208621e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.494467193036607577e-01,5.055328069633929777e-02
7.773259037225715984e-01,2.226740962774280685e-01
8.574181426134800388e-01,1.425818573865198502e-01
8.769684284381085160e-01,1.230315715618913175e-01
9.980731510023829189e-01,1.926848997617017310e-03
9.338222780116076649e-01,6.617772198839243225e-02
9.665152846380067331e-01,3.348471536199319060e-02
9.564095390339946157e-01,4.359046096600541903e-02
9.874888502465182238e-01,1.251114975348176402e-02
9.773785151858610520e-01,2.262148481413929144e-02
9.666465509369711606e-01,3.335344906302880469e-02
9.749476155888527895e-01,2.505238441114724171e-02
9.230427489870902669e-01,7.695725101290977477e-02
9.925327650647567390e-01,7.467234935243211545e-03
7.120638934254818198e-01,2.879361065745183468e-01
9.477050708868774986e-01,5.229492911312252912e-02
1.000000000000000000e+00,0.000000000000000000e+00
9.568243019194787591e-01,4.317569808052122704e-02
9.661798410282714800e-01,3.382015897172854779e-02
9.630781259113255777e-01,3.692187408867434600e-02
